REVNUM:,NSMA WG16.99.050
REVDAT:,19990520
ANTMAN:,ANDREW CORPORATION
MODNUM:,PARX10-59
PATNUM:,4379
FEDORN:,NA
DESCR1:,
DESCR2:,
DESCR3:,
DESCR4:,
DESCR5:,
DTDATA:,19980810
LOWFRQ:,5925
HGHFRQ:,6425
GUNITS:,DBI/DBR
LWGAIN:,42.7
MDGAIN:,43.1
HGGAIN:,43.3
AZWIDT:,1.10
ELWIDT:,1.10
ATVSWR:,1.06
FRTOBA:,60.0
ELTILT:,0
PATTYP:,ENVELOPE
NOFREQ:,NA
PATFRE:,NA
NUMCUT:,4
PATCUT:,AZ
POLARI:,H/H
NUPOIN:,55
-180.00,-60.00,
-170.00,-60.00,
-169.90,-66.00,
-116.33,-66.00,
-91.00,-49.00,
-38.00,-49.00,
-32.00,-45.00,
-24.00,-45.00,
-20.00,-39.00,
-15.00,-39.00,
-12.50,-39.00,
-11.00,-34.00,
-8.00,-31.00,
-5.00,-31.00,
-3.00,-20.00,
-1.53,-20.00,
-1.47,-18.00,
-1.40,-16.00,
-1.33,-14.00,
-1.26,-12.00,
-1.18,-10.00,
-1.06,-8.00,
-0.94,-6.00,
-0.80,-4.00,
-0.60,-2.00,
-0.40,-0.78,
-0.23,-0.17,
0.00,0.00,
0.23,-0.17,
0.40,-0.78,
0.60,-2.00,
0.80,-4.00,
0.94,-6.00,
1.06,-8.00,
1.18,-10.00,
1.26,-12.00,
1.33,-14.00,
1.40,-16.00,
1.47,-18.00,
1.53,-20.00,
3.00,-20.00,
5.00,-31.00,
8.00,-31.00,
11.00,-34.00,
12.50,-39.00,
15.00,-39.00,
20.00,-39.00,
24.00,-45.00,
32.00,-45.00,
38.00,-49.00,
91.00,-49.00,
116.33,-66.00,
169.90,-66.00,
170.00,-60.00,
180.00,-60.00,
PATCUT:,AZ
POLARI:,H/V
NUPOIN:,27
-180.00,-62.00,
-170.00,-62.00,
-169.90,-66.00,
-70.00,-66.00,
-21.00,-58.00,
-15.00,-55.70,
-13.00,-55.00,
-10.00,-55.00,
-8.50,-53.00,
-5.00,-53.00,
-4.00,-51.00,
-2.60,-51.00,
-1.25,-35.00,
0.00,-35.00,
1.25,-35.00,
2.60,-51.00,
4.00,-51.00,
5.00,-53.00,
8.50,-53.00,
10.00,-55.00,
13.00,-55.00,
15.00,-55.70,
21.00,-58.00,
70.00,-66.00,
169.90,-66.00,
170.00,-62.00,
180.00,-62.00,
PATCUT:,AZ
POLARI:,V/V
NUPOIN:,55
-180.00,-60.00,
-170.00,-60.00,
-169.90,-67.00,
-113.00,-67.00,
-101.00,-56.00,
-91.00,-50.00,
-38.00,-50.00,
-31.00,-46.00,
-24.00,-46.00,
-22.00,-41.00,
-15.00,-41.00,
-9.50,-34.00,
-5.00,-30.00,
-3.00,-23.00,
-1.60,-23.00,
-1.52,-20.00,
-1.45,-18.00,
-1.38,-16.00,
-1.31,-14.00,
-1.22,-12.00,
-1.13,-10.00,
-1.02,-8.00,
-0.90,-6.00,
-0.74,-4.00,
-0.53,-2.00,
-0.40,-1.00,
-0.20,-0.16,
0.00,0.00,
0.20,-0.16,
0.40,-1.00,
0.53,-2.00,
0.74,-4.00,
0.90,-6.00,
1.02,-8.00,
1.13,-10.00,
1.22,-12.00,
1.31,-14.00,
1.38,-16.00,
1.45,-18.00,
1.52,-20.00,
1.60,-23.00,
3.00,-23.00,
5.00,-30.00,
9.50,-34.00,
15.00,-41.00,
22.00,-41.00,
24.00,-46.00,
31.00,-46.00,
38.00,-50.00,
91.00,-50.00,
101.00,-56.00,
113.00,-67.00,
169.90,-67.00,
170.00,-60.00,
180.00,-60.00,
PATCUT:,AZ
POLARI:,V/H
NUPOIN:,29
-180.00,-62.00,
-170.00,-62.00,
-169.90,-70.00,
-92.00,-70.00,
-80.00,-66.00,
-65.00,-66.00,
-44.00,-60.00,
-15.00,-60.00,
-11.00,-60.00,
-10.00,-56.00,
-5.00,-56.00,
-4.00,-50.00,
-2.50,-50.00,
-1.25,-35.00,
0.00,-35.00,
1.25,-35.00,
2.50,-50.00,
4.00,-50.00,
5.00,-56.00,
10.00,-56.00,
11.00,-60.00,
15.00,-60.00,
44.00,-60.00,
65.00,-66.00,
80.00,-66.00,
92.00,-70.00,
169.90,-70.00,
170.00,-62.00,
180.00,-62.00,
ENDFIL:,EOF
